timestamp,ph,humidity,temp,conductivity,nitrogen,phosphorus,potassium,dissolved_oxygen,turbidity
2023-05-21 12:42:46.863268,7.4,43.7,22.7,487.9,36.1,16.0,138.6,13.45,4.8
2023-05-22 00:42:46.863268,7.45,54.4,22.9,498.5,39.1,17.5,145.1,14.13,13.68
2023-05-22 12:42:46.863268,7.75,46.0,23.6,537.5,38.4,17.1,150.5,13.61,4.59
2023-05-23 00:42:46.863268,7.75,61.4,24.5,585.9,47.6,21.6,175.1,13.99,6.2
2023-05-23 12:42:46.863268,7.61,43.7,22.9,504.1,35.9,15.8,140.6,13.77,24.89
2023-05-24 00:42:46.863268,7.61,55.7,23.3,522.7,40.7,18.2,151.8,14.25,4.25
2023-05-24 12:42:46.863268,7.88,42.0,23.0,511.4,33.3,14.4,136.4,13.76,6.5
2023-05-25 00:42:46.863268,7.56,55.7,23.2,517.9,40.9,18.3,151.5,14.26,4.12
2023-05-25 12:42:46.863268,7.5,43.4,22.7,492.7,36.1,15.9,139.3,13.65,3.72
2023-05-26 00:42:46.863268,7.59,58.2,23.7,543.7,44.3,19.9,162.1,13.96,5.53
2023-05-26 12:42:46.863268,7.58,45.8,23.3,521.2,39.2,17.3,149.4,13.49,13.06
2023-05-27 00:42:46.863268,7.45,53.1,22.6,486.1,38.2,16.8,141.2,14.88,3.25
2023-05-27 12:42:46.863268,7.34,48.3,23.4,524.1,43.1,19.2,157.7,14.03,3.83
2023-05-28 00:42:46.863268,7.64,55.7,23.4,525.9,41.2,18.3,153.1,14.31,16.15
2023-05-28 12:42:46.863268,7.36,48.5,23.5,528.3,43.5,19.4,159.1,13.97,3.8
2023-05-29 00:42:46.863268,7.52,52.3,22.6,485.3,37.3,16.3,139.3,14.55,5.07
2023-05-29 12:42:46.863268,7.49,46.6,23.3,521.1,40.9,18.1,152.8,13.7,4.83
2023-05-30 00:42:46.863268,7.52,57.7,23.5,532.7,44.3,19.8,160.4,13.65,4.96
2023-05-30 12:42:46.863268,7.45,44.5,22.9,499.3,38.4,16.8,144.5,13.65,3.91
