timestamp,ph,humidity,temp,conductivity,nitrogen,phosphorus,potassium,dissolved_oxygen,turbidity
2023-05-21 12:42:46.863268,6.99,45.8,22.3,467.4,39.7,17.6,143.9,13.69,5.65
2023-05-22 00:42:46.863268,7.02,58.8,22.9,496.4,45.6,20.6,159.3,14.53,5.96
2023-05-22 12:42:46.863268,7.07,47.8,22.8,491.6,42.2,18.9,152.7,13.5,4.89
2023-05-23 00:42:46.863268,7.0,60.4,23.2,509.9,47.9,21.7,165.7,14.6,4.07
2023-05-23 12:42:46.863268,7.26,43.7,22.3,469.9,36.7,16.2,138.3,14.28,5.65
2023-05-24 00:42:46.863268,7.0,57.9,22.7,486.3,44.8,20.0,155.9,14.05,4.74
2023-05-24 12:42:46.863268,7.04,42.9,21.8,443.5,36.2,15.8,133.5,13.76,2.97
2023-05-25 00:42:46.863268,6.96,56.4,22.4,473.7,43.1,19.1,150.0,13.95,6.18
2023-05-25 12:42:46.863268,7.21,48.2,23.1,507.3,42.9,19.2,156.2,13.44,6.53
2023-05-26 00:42:46.863268,6.9,58.4,22.7,493.8,46.1,20.5,158.0,13.8,4.34
2023-05-26 12:42:46.863268,6.84,46.4,22.2,475.7,41.6,18.3,146.5,13.9,4.96
2023-05-27 00:42:46.863268,7.13,54.7,22.3,467.8,40.8,18.0,145.1,13.87,16.16
2023-05-27 12:42:46.863268,7.04,42.9,21.8,443.8,36.7,15.9,134.4,14.09,5.05
2023-05-28 00:42:46.863268,7.02,55.0,22.2,462.1,41.7,18.3,146.0,14.5,3.92
2023-05-28 12:42:46.863268,7.05,42.0,21.7,437.0,35.7,15.3,131.2,13.44,4.8
2023-05-29 00:42:46.863268,6.88,55.1,22.0,462.8,42.2,18.5,145.4,14.8,4.5
2023-05-29 12:42:46.863268,7.14,40.4,21.5,429.5,33.6,14.3,125.9,14.16,5.24
2023-05-30 00:42:46.863268,7.02,52.0,21.7,435.3,38.1,16.4,134.7,14.66,5.83
2023-05-30 12:42:46.863268,7.08,47.9,22.8,492.7,43.5,19.2,155.1,13.45,7.17
