timestamp,ph,humidity,temp,conductivity,nitrogen,phosphorus,potassium,dissolved_oxygen,turbidity
2023-05-21 12:42:46.863268,6.63,55.1,24.8,604.3,53.1,24.2,177.1,13.42,6.55
2023-05-22 00:42:46.863268,6.76,62.5,24.5,578.8,51.7,23.5,171.4,13.65,4.11
2023-05-22 12:42:46.863268,6.75,52.5,24.4,577.3,49.6,22.4,167.9,13.13,6.89
2023-05-23 00:42:46.863268,6.54,63.2,24.3,588.6,53.2,24.1,172.6,13.98,5.68
2023-05-23 12:42:46.863268,6.84,51.5,24.4,567.8,48.4,21.8,165.2,13.23,18.92
2023-05-24 00:42:46.863268,6.93,63.9,24.9,586.9,53.4,24.3,178.4,13.77,4.41
2023-05-24 12:42:46.863268,6.84,53.5,24.7,584.6,51.0,23.1,173.0,13.38,4.17
2023-05-25 00:42:46.863268,6.73,62.2,24.4,576.3,51.8,23.4,170.6,13.5,4.73
2023-05-25 12:42:46.863268,6.79,56.9,25.3,617.5,55.8,25.4,186.5,13.15,6.62
2023-05-26 00:42:46.863268,6.56,69.3,25.4,642.9,61.5,28.1,197.3,13.87,4.02
2023-05-26 12:42:46.863268,6.51,57.4,25.0,626.8,57.2,25.9,186.5,12.76,3.33
2023-05-27 00:42:46.863268,6.63,65.4,24.8,606.7,56.5,25.6,182.9,13.75,6.15
2023-05-27 12:42:46.863268,6.69,55.8,25.0,609.7,54.9,24.8,182.0,12.83,4.25
2023-05-28 00:42:46.863268,6.7,68.8,25.5,636.1,60.9,27.7,197.1,13.78,3.27
2023-05-28 12:42:46.863268,6.8,55.5,25.1,605.2,54.4,24.6,182.0,13.39,4.69
2023-05-29 00:42:46.863268,6.66,62.2,24.3,577.3,52.6,23.5,171.0,13.63,4.95
2023-05-29 12:42:46.863268,6.66,54.9,24.8,601.8,54.0,24.3,178.6,13.79,4.72
2023-05-30 00:42:46.863268,6.77,65.2,25.0,603.0,56.4,25.4,184.1,13.93,6.0
2023-05-30 12:42:46.863268,6.94,50.4,24.3,555.1,47.7,21.2,163.2,13.51,6.48
2023-05-31 00:42:46.863268,6.63,63.1,24.4,585.8,54.1,24.2,174.8,13.91,4.29
2023-05-31 12:42:46.863268,6.92,56.2,25.3,608.0,55.4,25.0,186.2,13.35,5.5
2023-06-01 00:42:46.863268,6.73,57.4,26.2,568.0,48.0,21.1,157.8,13.02,4.37
2023-06-01 12:42:46.863268,6.74,48.9,26.5,582.0,48.0,21.1,161.0,12.81,6.08
2023-06-02 00:42:46.863268,6.43,62.6,26.8,622.0,54.9,24.5,176.4,13.24,3.59
2023-06-02 12:42:46.863268,6.67,53.5,27.2,624.6,54.2,24.1,178.8,12.46,4.88
2023-06-03 00:42:46.863268,6.47,59.3,26.2,590.3,51.1,22.5,163.9,13.4,5.47
2023-06-03 12:42:46.863268,6.66,52.2,27.0,613.5,52.7,23.3,173.9,12.99,5.4
2023-06-04 00:42:46.863268,6.73,65.6,27.7,642.6,59.0,26.5,190.9,12.86,4.31
2023-06-04 12:42:46.863268,6.7,52.7,27.1,616.4,53.3,23.6,176.2,12.59,4.61
2023-06-05 00:42:46.863268,6.53,65.5,27.4,645.3,59.5,26.6,189.2,12.76,5.35
2023-06-05 12:42:46.863268,6.63,51.0,26.7,602.7,51.5,22.6,169.4,12.15,4.93
2023-06-06 00:42:46.863268,6.6,60.5,26.6,598.8,53.0,23.3,170.4,13.43,4.88
2023-06-06 12:42:46.863268,6.79,54.6,27.6,632.5,55.9,24.8,184.9,12.51,4.24
2023-06-07 00:42:46.863268,6.78,63.2,27.4,621.4,56.3,25.0,183.0,13.07,3.77
2023-06-07 12:42:46.863268,6.86,48.8,26.7,579.3,48.4,21.1,163.0,12.43,5.76
2023-06-08 00:42:46.863268,6.72,60.2,26.7,594.0,52.7,23.1,170.7,13.15,3.73
2023-06-08 12:42:46.863268,6.67,56.8,27.9,655.8,59.3,26.4,193.4,12.75,6.06
2023-06-09 00:42:46.863268,6.48,60.5,26.4,600.5,53.5,23.4,170.1,13.22,6.38
