timestamp,ph,humidity,temp,conductivity,nitrogen,phosphorus,potassium,dissolved_oxygen,turbidity
2023-05-21 12:42:46.863268,7.14,45.3,21.8,450.8,38.4,17.1,143.7,13.96,4.55
2023-05-22 00:42:46.863268,7.62,52.5,21.9,463.5,35.7,15.8,139.2,14.34,4.92
2023-05-22 12:42:46.863268,7.38,40.9,21.3,429.6,32.2,14.1,128.2,13.86,2.49
2023-05-23 00:42:46.863268,7.76,48.4,21.3,437.4,30.3,13.0,124.5,14.97,2.81
2023-05-23 12:42:46.863268,7.65,42.9,22.0,469.9,34.4,15.1,138.5,13.63,1.41
2023-05-24 00:42:46.863268,7.89,51.1,22.0,472.6,33.6,14.5,136.2,14.27,3.98
2023-05-24 12:42:46.863268,7.56,38.3,21.0,420.2,28.8,12.3,119.9,13.88,3.02
2023-05-25 00:42:46.863268,7.68,50.2,21.6,448.5,33.2,14.4,131.7,14.14,2.24
2023-05-25 12:42:46.863268,7.51,36.8,20.7,403.0,27.2,11.4,113.9,14.32,3.37
2023-05-26 00:42:46.863268,7.46,52.5,21.7,451.2,36.8,16.2,139.4,14.87,1.64
2023-05-26 12:42:46.863268,7.39,40.1,21.1,422.8,31.9,13.7,126.3,14.1,2.11
2023-05-27 00:42:46.863268,7.39,49.6,21.1,419.3,33.4,14.4,127.6,14.2,3.06
2023-05-27 12:42:46.863268,7.49,40.5,21.4,435.4,32.3,13.9,128.8,14.35,4.53
2023-05-28 00:42:46.863268,7.59,50.4,21.5,442.8,34.1,14.7,132.6,15.1,2.01
2023-05-28 12:42:46.863268,7.33,43.4,21.7,448.9,36.6,15.9,139.4,13.8,4.59
2023-05-29 00:42:46.863268,7.5,52.2,21.7,451.3,36.8,16.0,139.0,14.38,1.84
2023-05-29 12:42:46.863268,7.43,40.3,21.2,427.9,32.5,13.9,128.1,14.29,4.54
2023-05-30 00:42:46.863268,7.58,52.5,21.8,459.8,37.1,16.1,141.0,15.01,3.06
2023-05-30 12:42:46.863268,7.67,41.3,21.7,456.0,33.3,14.2,133.9,13.91,2.63
2023-05-31 00:42:46.863268,7.53,49.3,21.2,427.5,33.3,14.2,128.5,14.26,4.95
2023-05-31 12:42:46.863268,7.62,39.9,21.4,440.0,31.8,13.4,128.5,14.32,6.85
2023-06-01 00:42:46.863268,7.42,49.1,23.7,452.6,34.8,14.9,131.6,14.27,3.42
2023-06-01 12:42:46.863268,7.63,40.4,24.2,481.1,33.9,14.4,135.2,13.46,3.91
2023-06-02 00:42:46.863268,7.5,48.3,23.7,452.2,33.7,14.3,129.3,13.88,3.06
2023-06-02 12:42:46.863268,7.35,38.6,23.5,442.2,32.4,13.6,126.4,13.86,4.82
2023-06-03 00:42:46.863268,7.29,55.2,24.7,498.4,43.3,18.9,155.3,13.93,4.15
2023-06-03 12:42:46.863268,7.51,41.9,24.4,485.8,36.4,15.6,140.7,13.16,4.14
2023-06-04 00:42:46.863268,7.59,47.0,23.6,447.8,32.1,13.4,125.4,14.1,3.44
2023-06-04 12:42:46.863268,7.31,41.3,24.0,464.4,36.3,15.4,137.4,13.03,3.99
2023-06-05 00:42:46.863268,7.55,49.5,24.0,467.4,35.6,15.1,135.2,14.19,3.46
2023-06-05 12:42:46.863268,7.42,40.6,24.0,466.4,35.3,14.9,135.5,13.38,3.46
2023-06-06 00:42:46.863268,7.67,49.3,24.1,474.8,35.1,14.7,135.4,13.86,4.4
2023-06-06 12:42:46.863268,7.5,42.6,24.5,491.3,37.8,16.2,144.2,13.35,4.08
2023-06-07 00:42:46.863268,7.61,50.0,24.1,475.9,36.3,15.3,138.1,13.99,2.97
2023-06-07 12:42:46.863268,7.56,39.0,23.9,463.3,33.2,13.8,130.8,13.78,4.46
2023-06-08 00:42:46.863268,7.28,52.7,24.2,474.4,40.7,17.4,146.6,14.06,4.1
2023-06-08 12:42:46.863268,7.4,40.2,23.9,461.2,35.2,14.7,134.6,13.43,4.01
2023-06-09 00:42:46.863268,7.46,49.7,23.9,462.0,36.6,15.4,136.5,14.22,3.46
2023-06-09 12:42:46.863268,7.45,40.3,24.0,466.3,35.4,14.8,135.6,13.59,2.43
2023-06-10 00:42:46.863268,7.36,49.4,23.7,450.7,36.5,15.3,134.6,13.89,4.46
2023-06-10 12:42:46.863268,7.51,39.3,23.9,462.2,34.1,14.1,132.4,13.47,4.87
2023-06-11 00:42:46.863268,7.43,47.9,23.5,442.3,34.5,14.3,129.4,14.04,2.82
2023-06-11 12:42:46.863268,7.42,37.5,23.4,437.5,32.0,13.0,124.7,13.75,3.17
2023-06-12 00:42:46.863268,7.22,47.3,23.1,419.6,34.4,14.0,125.7,14.02,2.93
2023-06-12 12:42:46.863268,7.51,35.5,23.2,427.2,29.4,11.7,117.8,13.55,2.15
2023-06-13 00:42:46.863268,7.34,47.3,23.3,429.9,34.2,14.0,126.9,14.7,5.32
2023-06-13 12:42:46.863268,7.49,38.8,23.8,456.5,33.9,13.9,131.2,13.8,3.11
2023-06-14 00:42:46.863268,7.36,49.9,23.8,455.6,37.7,15.7,137.8,13.77,4.54
2023-06-14 12:42:46.863268,7.56,38.4,23.8,458.1,33.3,13.5,130.3,13.71,4.65
2023-06-15 00:42:46.863268,7.56,42.7,22.8,406.4,28.0,10.8,111.0,14.31,2.53
2023-06-15 12:42:46.863268,7.44,43.8,24.6,497.0,40.7,17.1,150.8,13.44,5.12
2023-06-16 00:42:46.863268,7.35,52.7,24.3,479.8,41.5,17.5,149.0,13.92,3.29
2023-06-16 12:42:46.863268,7.26,41.1,23.9,458.4,37.7,15.5,139.2,13.81,4.46
2023-06-17 00:42:46.863268,8.35,52.5,25.6,559.2,39.1,15.9,155.8,13.88,4.27
