timestamp,ph,humidity,temp,conductivity,nitrogen,phosphorus,potassium,dissolved_oxygen,turbidity
2023-05-21 12:42:46.863268,7.48,37.4,20.7,402.1,27.3,11.7,115.1,14.49,3.73
2023-05-22 00:42:46.863268,7.67,53.8,22.1,475.2,37.2,16.5,144.8,14.3,3.15
2023-05-22 12:42:46.863268,7.46,37.5,20.6,400.2,27.6,11.8,115.5,15.17,5.22
2023-05-23 00:42:46.863268,7.52,43.0,19.9,365.0,23.9,9.9,101.7,14.68,5.89
2023-05-23 12:42:46.863268,7.69,37.2,20.9,417.0,26.9,11.3,116.4,13.99,4.87
2023-05-24 00:42:46.863268,7.66,48.8,21.1,428.0,31.1,13.4,125.5,14.54,3.1
2023-05-24 12:42:46.863268,7.64,42.5,21.8,460.9,34.0,14.8,137.0,14.11,5.72
2023-05-25 00:42:46.863268,7.69,45.9,20.7,405.6,27.6,11.5,114.8,14.67,4.35
2023-05-25 12:42:46.863268,7.85,35.6,20.8,415.0,24.8,10.0,111.7,14.5,33.07
2023-05-26 00:42:46.863268,7.39,52.8,21.5,443.0,37.2,16.4,139.8,14.26,4.45
2023-05-26 12:42:46.863268,7.66,35.7,20.6,400.7,25.5,10.5,110.9,13.92,4.96
2023-05-27 00:42:46.863268,7.54,49.3,21.1,423.7,32.5,14.0,127.4,14.14,6.17
2023-05-27 12:42:46.863268,7.43,39.6,21.0,417.6,31.2,13.3,124.9,13.52,5.06
2023-05-28 00:42:46.863268,7.65,50.1,21.4,440.1,33.5,14.4,131.7,14.48,3.67
2023-05-28 12:42:46.863268,7.37,38.1,20.6,398.7,29.6,12.4,118.9,14.18,8.33
2023-05-29 00:42:46.863268,7.6,47.0,20.8,408.7,29.8,12.5,119.7,14.58,4.1
2023-05-29 12:42:46.863268,7.54,40.7,21.3,435.9,32.7,14.0,130.5,14.51,6.11
2023-05-30 00:42:46.863268,7.59,47.2,20.8,408.8,30.2,12.6,120.3,15.14,5.25
2023-05-30 12:42:46.863268,7.53,36.0,20.5,393.5,26.8,11.0,112.4,14.23,6.82
2023-05-31 00:42:46.863268,8.91,49.8,23.0,539.3,30.6,12.2,140.5,13.96,4.38
2023-05-31 12:42:46.863268,7.53,41.1,21.4,439.5,33.5,14.3,132.7,13.94,3.24
2023-06-01 00:42:46.863268,7.74,52.9,24.7,508.6,38.8,16.8,148.9,13.68,4.87
2023-06-01 12:42:46.863268,7.72,40.2,24.2,482.9,33.5,14.1,135.3,13.28,2.8
2023-06-02 00:42:46.863268,7.37,45.4,22.9,411.4,30.2,12.5,117.1,14.0,4.09
2023-06-02 12:42:46.863268,7.42,39.1,23.6,448.2,32.8,13.8,128.8,13.36,28.78
2023-06-03 00:42:46.863268,7.43,46.0,23.1,421.4,31.0,12.9,120.0,14.06,6.44
2023-06-03 12:42:46.863268,7.5,34.1,22.8,409.2,26.3,10.6,110.0,13.57,7.31
2023-06-04 00:42:46.863268,7.41,47.6,23.3,433.8,33.2,13.9,126.5,14.19,4.24
2023-06-04 12:42:46.863268,7.4,41.6,24.0,468.9,36.4,15.5,139.0,13.57,7.39
2023-06-05 00:42:46.863268,7.64,49.0,23.9,465.7,34.7,14.6,134.0,13.76,4.72
2023-06-05 12:42:46.863268,7.46,34.9,22.9,413.4,27.7,11.2,113.4,14.11,6.67
