timestamp,ph,humidity,temp,conductivity,nitrogen,phosphorus,potassium,dissolved_oxygen,turbidity
2023-05-21 12:42:46.863268,6.96,49.8,24.2,549.3,45.5,20.5,158.7,13.49,17.9
2023-05-22 00:42:46.863268,7.01,68.2,25.8,625.7,58.4,26.9,195.3,13.87,5.81
2023-05-22 12:42:46.863268,7.04,49.2,24.2,546.6,44.8,20.1,157.3,13.49,5.79
2023-05-23 00:42:46.863268,7.19,67.2,25.9,631.6,56.8,26.2,192.9,13.49,2.94
2023-05-23 12:42:46.863268,7.29,52.1,25.1,593.6,48.1,21.9,170.8,12.95,6.99
2023-05-24 00:42:46.863268,7.17,66.0,25.7,619.9,55.6,25.5,188.5,13.37,3.41
2023-05-24 12:42:46.863268,6.96,53.1,24.9,580.9,50.3,22.8,172.7,13.4,4.94
2023-05-25 00:42:46.863268,6.92,65.8,25.3,605.2,56.0,25.6,186.0,13.11,4.15
2023-05-25 12:42:46.863268,7.14,53.9,25.2,597.4,51.0,23.2,177.2,13.46,3.98
2023-05-26 00:42:46.863268,6.99,61.2,24.5,561.5,50.1,22.6,168.7,13.67,3.72
2023-05-26 12:42:46.863268,6.79,53.9,24.8,590.6,52.0,23.4,174.9,12.9,5.77
2023-05-27 00:42:46.863268,7.07,62.4,24.9,579.1,51.6,23.4,174.5,13.35,4.34
2023-05-27 12:42:46.863268,6.93,55.0,25.1,596.8,53.2,24.1,180.3,13.31,6.02
2023-05-28 00:42:46.863268,6.9,63.6,24.9,586.3,53.7,24.3,178.2,13.64,4.39
2023-05-28 12:42:46.863268,6.98,53.8,25.0,586.2,51.8,23.3,176.6,13.62,4.33
2023-05-29 00:42:46.863268,7.01,60.1,24.4,553.4,49.1,22.0,165.6,13.41,3.82
2023-05-29 12:42:46.863268,6.93,49.6,24.2,549.4,46.7,20.7,160.0,13.14,4.64
2023-05-30 00:42:46.863268,7.14,62.9,25.0,587.8,52.5,23.7,177.4,13.65,2.78
2023-05-30 12:42:46.863268,7.08,53.3,25.0,587.1,51.2,23.0,175.7,12.94,5.91
2023-05-31 00:42:46.863268,6.94,60.3,24.3,554.4,49.7,22.1,166.0,13.8,5.14
2023-05-31 12:42:46.863268,7.15,54.2,25.3,601.4,52.3,23.6,180.1,13.2,4.67
2023-06-01 00:42:46.863268,6.97,63.5,27.7,620.2,55.4,24.9,183.8,13.18,2.93
2023-06-01 12:42:46.863268,7.14,51.8,27.6,615.6,50.8,22.7,175.5,13.04,3.82
2023-06-02 00:42:46.863268,6.97,61.9,27.4,605.2,53.4,23.9,177.6,12.71,2.67
2023-06-02 12:42:46.863268,6.97,48.4,26.7,572.6,46.9,20.6,160.7,12.85,3.6
2023-06-03 00:42:46.863268,6.79,58.7,26.6,580.2,49.9,22.0,164.2,13.04,4.75
2023-06-03 12:42:46.863268,6.97,52.9,27.6,614.8,52.9,23.6,179.0,12.68,5.18
2023-06-04 00:42:46.863268,6.93,59.6,26.9,585.4,50.9,22.5,169.1,13.33,3.92
2023-06-04 12:42:46.863268,6.98,49.7,27.0,585.3,48.9,21.5,166.7,12.39,3.76
2023-06-05 00:42:46.863268,6.98,62.6,27.5,611.0,54.7,24.4,181.2,12.81,5.46
2023-06-05 12:42:46.863268,6.87,57.7,28.3,659.7,59.6,26.8,197.5,12.53,4.87
2023-06-06 00:42:46.863268,7.19,60.2,27.4,605.0,51.3,22.8,173.7,13.15,5.49
2023-06-06 12:42:46.863268,7.17,57.0,28.6,664.9,58.1,26.2,197.2,12.31,6.11
2023-06-07 00:42:46.863268,7.02,61.5,27.4,602.9,53.5,23.7,177.8,13.3,5.01
2023-06-07 12:42:46.863268,7.05,53.2,27.7,620.2,53.6,23.8,181.6,12.77,4.19
2023-06-08 00:42:46.863268,6.9,64.6,27.8,631.6,58.0,25.9,189.5,12.83,4.52
2023-06-08 12:42:46.863268,6.9,54.8,27.8,633.1,56.2,25.0,187.3,12.24,4.63
2023-06-09 00:42:46.863268,6.96,62.8,27.5,613.2,55.6,24.6,182.9,12.69,4.46
2023-06-09 12:42:46.863268,6.99,51.1,27.3,598.3,51.4,22.6,173.7,12.63,5.13
2023-06-10 00:42:46.863268,6.92,64.2,27.7,627.0,57.7,25.6,188.5,12.59,4.81
2023-06-10 12:42:46.863268,6.94,53.1,27.5,615.9,54.1,23.9,181.1,12.6,3.81
2023-06-11 00:42:46.863268,7.05,60.4,27.2,595.2,52.6,23.1,174.8,13.52,3.43
2023-06-11 12:42:46.863268,6.88,55.9,28.0,643.6,58.1,25.8,192.2,12.34,4.7
2023-06-12 00:42:46.863268,7.09,62.8,27.7,620.1,55.7,24.6,184.7,12.89,2.46
2023-06-12 12:42:46.863268,7.17,49.3,27.2,595.0,49.0,21.3,168.4,13.28,5.76
2023-06-13 00:42:46.863268,6.91,59.6,26.9,585.6,52.1,22.7,171.0,13.65,4.12
2023-06-13 12:42:46.863268,7.08,57.0,28.4,656.6,59.2,26.3,198.2,12.17,15.37
2023-06-14 00:42:46.863268,7.05,60.3,27.2,594.1,52.8,23.0,175.0,13.2,5.5
2023-06-14 12:42:46.863268,6.99,53.8,27.8,623.0,55.5,24.4,185.6,12.61,4.57
2023-06-15 00:42:46.863268,6.96,62.9,27.5,614.0,56.5,24.8,184.8,13.13,4.06
2023-06-15 12:42:46.863268,6.82,54.2,27.6,628.8,56.5,24.7,185.9,13.07,5.42
2023-06-16 00:42:46.863268,6.79,67.5,28.1,659.2,63.0,27.9,202.1,12.93,3.3
2023-06-16 12:42:46.863268,6.96,54.6,27.8,629.4,56.8,24.9,188.8,12.58,3.9
2023-06-17 00:42:46.863268,6.91,64.3,27.7,627.6,58.6,25.8,190.4,13.22,5.53
2023-06-17 12:42:46.863268,6.85,51.6,27.1,604.0,53.3,23.1,176.4,13.0,5.32
2023-06-18 00:42:46.863268,6.94,60.1,27.0,589.1,53.2,23.0,174.4,13.46,4.49
2023-06-18 12:42:46.863268,6.83,58.8,28.4,670.3,62.8,27.8,205.0,12.51,6.07
2023-06-19 00:42:46.863268,6.91,61.8,27.3,606.1,55.7,24.2,181.4,12.64,5.12
2023-06-19 12:42:46.863268,6.91,51.7,27.2,603.8,53.5,23.1,177.7,12.48,5.58
2023-06-20 00:42:46.863268,6.97,62.6,27.5,611.7,56.7,24.7,185.1,13.32,3.84
2023-06-20 12:42:46.863268,6.93,52.5,27.4,610.8,54.6,23.6,181.1,12.66,4.21
2023-06-21 00:42:46.863268,6.99,66.1,28.2,643.8,61.3,27.0,199.4,13.17,3.97
2023-06-21 12:42:46.863268,7.11,52.9,27.8,623.7,54.9,23.8,184.7,13.1,5.6
2023-06-22 00:42:46.863268,7.08,58.0,26.8,575.2,50.6,21.6,168.0,12.9,5.43
2023-06-22 12:42:46.863268,6.8,50.4,26.9,595.2,52.5,22.4,172.7,13.01,5.34
2023-06-23 00:42:46.863268,6.99,61.8,27.4,604.1,55.9,24.2,182.7,13.0,4.29
2023-06-23 12:42:46.863268,6.8,55.1,27.7,636.9,58.6,25.4,191.2,12.78,5.29
2023-06-24 00:42:46.863268,6.79,58.1,26.4,573.5,51.7,21.9,166.9,13.27,5.7
2023-06-24 12:42:46.863268,6.05,55.4,26.8,654.8,56.4,24.3,186.0,13.18,5.2
2023-06-25 00:42:46.863268,7.05,63.6,27.8,624.6,58.3,25.3,190.9,13.06,3.98
2023-06-25 12:42:46.863268,6.78,54.7,27.6,634.1,58.3,25.2,190.1,12.32,22.51
2023-06-26 00:42:46.863268,6.89,61.8,27.2,605.3,56.4,24.2,182.7,13.25,4.28
2023-06-26 12:42:46.863268,6.94,54.8,27.9,632.4,58.2,25.1,191.8,12.58,5.22
2023-06-27 00:42:46.863268,6.97,59.6,26.9,583.6,53.5,22.8,174.8,13.55,4.21
2023-06-27 12:42:46.863268,6.96,54.5,27.8,628.3,57.8,24.9,190.9,12.64,3.6
2023-06-28 00:42:46.863268,7.1,61.4,27.4,607.2,55.5,23.8,182.9,13.86,4.32
2023-06-28 12:42:46.863268,7.11,51.6,27.5,610.8,53.8,23.0,181.0,12.57,4.95
2023-06-29 00:42:46.863268,6.99,61.9,27.4,604.6,56.6,24.2,184.4,13.07,7.18
2023-06-29 12:42:46.863268,6.85,53.9,27.6,625.9,57.5,24.6,188.4,12.35,4.82
2023-06-30 00:42:46.863268,6.73,59.4,26.6,586.8,54.0,22.8,172.9,13.25,4.66
2023-06-30 12:42:46.863268,6.59,55.2,27.5,642.6,59.9,25.6,191.7,12.57,4.34
2023-07-01 00:42:46.863268,6.78,63.4,30.1,658.9,60.6,26.1,194.0,12.56,5.06
2023-07-01 12:42:46.863268,6.72,50.3,29.5,632.4,54.8,23.1,178.4,12.11,4.76
2023-07-02 00:42:46.863268,6.83,60.9,29.7,635.0,57.3,24.4,184.7,12.39,4.47
2023-07-02 12:42:46.863268,6.7,48.9,29.2,619.2,53.0,22.2,172.7,11.89,4.2
2023-07-03 00:42:46.863268,7.08,57.1,29.4,604.2,51.9,21.8,171.8,12.57,2.61
2023-07-03 12:42:46.863268,7.0,51.0,30.0,633.4,55.2,23.4,183.6,12.38,5.17
2023-07-04 00:42:46.863268,7.12,60.8,30.1,640.5,56.6,24.1,186.7,12.95,4.3
2023-07-04 12:42:46.863268,6.95,49.7,29.7,622.2,53.6,22.5,178.2,12.07,3.53
2023-07-05 00:42:46.863268,6.93,57.2,29.2,599.9,52.6,21.9,171.5,12.41,4.54
2023-07-05 12:42:46.863268,7.15,51.4,30.2,648.1,55.4,23.5,186.5,12.0,4.3
2023-07-06 00:42:46.863268,6.97,59.6,29.7,620.7,55.6,23.4,181.3,13.22,2.57
2023-07-06 12:42:46.863268,7.07,48.3,29.6,613.9,51.6,21.5,173.9,12.44,3.21
2023-07-07 00:42:46.863268,6.81,64.5,30.3,667.5,62.3,26.7,199.6,12.6,3.41
2023-07-07 12:42:46.863268,6.73,48.5,29.2,615.4,52.8,21.9,172.4,12.44,54.36
2023-07-08 00:42:46.863268,6.76,62.7,29.9,651.7,60.1,25.5,192.2,12.97,5.46
2023-07-08 12:42:46.863268,6.86,46.7,29.0,596.4,50.3,20.6,166.6,11.88,4.0
2023-07-09 00:42:46.863268,6.84,57.0,29.0,598.7,52.7,21.8,170.6,12.6,3.73
2023-07-09 12:42:46.863268,6.75,52.4,29.9,650.6,58.0,24.4,188.5,11.85,5.68
2023-07-10 00:42:46.863268,6.73,60.2,29.5,631.2,57.2,24.0,182.9,12.77,4.76
2023-07-10 12:42:46.863268,6.82,47.7,29.1,606.1,51.8,21.3,170.7,12.24,3.71
2023-07-11 00:42:46.863268,6.8,63.6,30.2,660.4,61.5,26.1,196.9,12.68,6.54
2023-07-11 12:42:46.863268,7.1,51.3,30.2,643.9,55.8,23.4,186.9,11.86,3.3
2023-07-12 00:42:46.863268,6.72,55.3,28.6,586.9,51.0,20.8,163.9,13.19,4.61
2023-07-12 12:42:46.863268,6.86,53.5,30.2,657.6,59.2,25.0,194.0,11.95,7.1
2023-07-13 00:42:46.863268,6.84,58.0,29.2,608.2,54.2,22.4,175.4,12.89,5.04
2023-07-13 12:42:46.863268,6.93,46.0,29.0,588.8,49.4,20.1,165.2,12.6,5.9
2023-07-14 00:42:46.863268,6.81,58.7,29.3,615.5,55.3,22.9,178.2,12.98,4.03
2023-07-14 12:42:46.863268,6.61,51.3,29.5,643.1,57.1,23.7,184.1,12.18,5.42
2023-07-15 00:42:46.863268,6.66,61.6,29.6,644.0,59.4,24.8,188.5,12.8,4.73
2023-07-15 12:42:46.863268,6.68,46.8,28.8,600.7,51.2,20.7,166.9,12.75,5.09
2023-07-16 00:42:46.863268,6.7,57.4,28.9,605.2,53.9,22.1,172.5,12.87,15.04
2023-07-16 12:42:46.863268,6.76,49.0,29.3,619.2,53.9,22.1,176.4,11.92,4.7
2023-07-17 00:42:46.863268,6.95,58.7,29.5,613.0,55.1,22.8,179.8,12.81,4.78
2023-07-17 12:42:46.863268,6.67,53.4,30.0,661.2,59.8,25.0,193.2,11.96,6.57
2023-07-18 00:42:46.863268,6.9,59.6,29.6,622.2,56.4,23.4,183.2,11.9,5.48
2023-07-18 12:42:46.863268,6.77,53.1,30.0,655.8,59.2,24.7,193.0,12.13,3.3
2023-07-19 00:42:46.863268,6.99,63.6,30.4,655.9,61.3,25.8,199.5,12.49,5.82
2023-07-19 12:42:46.863268,6.94,52.2,30.1,644.5,57.7,24.0,190.7,12.35,3.57
2023-07-20 00:42:46.863268,6.67,52.9,28.0,564.5,48.3,19.1,155.2,12.68,5.31
2023-07-20 12:42:46.863268,6.92,49.8,29.7,624.4,54.7,22.5,181.6,11.64,4.13
2023-07-21 00:42:46.863268,6.76,60.6,29.6,634.1,58.1,24.1,186.7,12.63,4.78
2023-07-21 12:42:46.863268,6.59,51.4,29.5,643.8,57.5,23.7,185.3,12.18,3.4
2023-07-22 00:42:46.863268,6.68,55.5,28.6,589.8,51.8,20.8,166.2,12.8,4.24
2023-07-22 12:42:46.863268,6.73,49.0,29.3,620.7,54.2,22.1,177.4,12.14,5.64
2023-07-23 00:42:46.863268,6.99,56.8,29.2,594.7,52.7,21.4,173.5,12.39,11.2
2023-07-23 12:42:46.863268,6.6,48.9,29.1,621.9,54.4,22.0,176.1,12.11,4.53
2023-07-24 00:42:46.863268,6.6,60.8,29.4,638.3,58.8,24.2,186.5,12.48,5.78
2023-07-24 12:42:46.863268,6.72,49.1,29.3,621.6,54.4,22.1,178.0,12.45,6.29
2023-07-25 00:42:46.863268,6.88,58.5,29.3,611.4,55.1,22.5,179.6,12.78,5.62
2023-07-25 12:42:46.863268,6.88,50.2,29.7,628.5,55.4,22.7,183.6,12.0,5.49
2023-07-26 00:42:46.863268,6.87,59.5,29.5,621.1,56.5,23.2,183.7,13.14,7.15
2023-07-26 12:42:46.863268,6.87,51.4,29.9,638.9,56.9,23.4,188.1,11.95,3.6
2023-07-27 00:42:46.863268,6.79,59.9,29.5,626.5,57.2,23.4,184.8,12.77,5.03
2023-07-27 12:42:46.863268,6.78,46.7,28.9,598.1,51.2,20.4,169.3,12.18,4.35
2023-07-28 00:42:46.863268,6.86,58.0,29.2,607.8,54.6,22.2,178.1,13.17,5.38
2023-07-28 12:42:46.863268,6.63,50.5,29.4,635.4,56.4,22.9,183.2,12.12,4.51
2023-07-29 00:42:46.863268,6.61,60.2,29.3,633.0,58.1,23.7,185.1,12.65,2.83
2023-07-29 12:42:46.863268,6.52,47.8,28.7,612.2,53.2,21.2,171.9,12.18,19.98
2023-07-30 00:42:46.863268,6.71,63.1,30.0,657.5,61.5,25.5,197.2,12.54,6.1
2023-07-30 12:42:46.863268,6.78,51.9,29.8,644.7,57.9,23.7,190.1,12.4,4.8
2023-07-31 00:42:46.863268,6.75,59.4,29.4,623.9,56.8,23.1,183.4,12.87,4.81
2023-07-31 12:42:46.863268,7.64,48.5,30.4,662.2,51.5,20.7,183.1,12.09,4.13
2023-08-01 00:42:46.863268,6.81,57.1,31.0,627.5,54.6,22.0,178.0,12.8,4.36
2023-08-01 12:42:46.863268,6.75,52.6,31.9,678.0,59.8,24.6,196.0,11.86,7.75
2023-08-02 00:42:46.863268,6.72,66.0,32.5,709.8,66.2,27.8,212.4,11.83,6.64
2023-08-02 12:42:46.863268,6.88,48.1,31.3,635.5,53.7,21.6,179.6,11.33,5.06
2023-08-03 00:42:46.863268,6.58,64.0,31.9,693.9,64.0,26.6,203.6,11.93,4.46
2023-08-03 12:42:46.863268,6.74,47.9,31.0,635.2,53.7,21.5,177.7,11.9,5.1
2023-08-04 00:42:46.863268,6.66,59.0,31.1,646.8,57.3,23.2,184.6,12.42,5.25
2023-08-04 12:42:46.863268,6.69,54.3,32.2,695.6,62.1,25.7,202.8,11.93,4.04
2023-08-05 00:42:46.863268,6.76,59.9,31.4,653.0,58.2,23.7,188.9,11.87,6.33
2023-08-05 12:42:46.863268,6.69,52.2,31.8,676.7,59.4,24.3,194.8,11.47,4.59
2023-08-06 00:42:46.863268,6.65,59.7,31.3,654.5,58.3,23.7,187.6,11.84,6.35
2023-08-06 12:42:46.863268,6.6,45.6,30.5,618.4,51.1,20.0,168.1,11.45,4.5
2023-08-07 00:42:46.863268,6.61,67.0,32.5,720.7,67.7,28.3,216.0,11.75,4.27
2023-08-07 12:42:46.863268,6.69,49.8,31.3,653.6,56.2,22.6,185.2,11.81,6.67
2023-08-08 00:42:46.863268,7.01,60.0,31.8,651.1,57.7,23.5,191.6,12.4,6.24
2023-08-08 12:42:46.863268,6.66,48.4,31.0,641.8,54.5,21.7,179.8,11.48,4.58
2023-08-09 00:42:46.863268,6.79,62.3,31.9,674.5,61.2,25.1,199.0,11.86,4.37
2023-08-09 12:42:46.863268,6.8,52.0,31.9,672.6,58.8,24.0,195.1,11.07,5.52
2023-08-10 00:42:46.863268,6.71,56.0,30.7,619.8,53.3,21.1,173.9,12.4,3.8
2023-08-10 12:42:46.863268,6.74,50.7,31.6,661.9,57.2,23.1,189.6,11.43,5.35
2023-08-11 00:42:46.863268,6.32,63.7,31.5,696.0,62.2,25.6,200.7,12.59,6.39
2023-08-11 12:42:46.863268,6.57,54.0,31.9,693.9,61.8,25.3,201.2,11.68,4.67
2023-08-12 00:42:46.863268,6.65,62.2,31.7,676.9,61.3,25.1,198.1,12.06,6.27
2023-08-12 12:42:46.863268,6.64,52.5,31.8,680.1,59.7,24.3,196.1,11.4,6.09
2023-08-13 00:42:46.863268,6.6,59.1,31.1,649.6,57.4,23.1,185.4,11.78,9.62
2023-08-13 12:42:46.863268,6.57,47.3,30.7,633.4,53.1,20.9,175.0,11.4,3.7
2023-08-14 00:42:46.863268,6.62,59.7,31.2,654.2,58.0,23.4,187.9,12.02,5.31
2023-08-14 12:42:46.863268,6.83,46.6,30.9,621.9,51.5,20.2,174.3,11.61,6.16
2023-08-15 00:42:46.863268,6.85,57.9,31.2,634.2,55.2,22.1,182.8,11.96,3.78
2023-08-15 12:42:46.863268,6.85,47.9,31.2,633.9,53.1,21.0,179.7,11.87,5.2
