timestamp,ph,humidity,temp,conductivity,nitrogen,phosphorus,potassium,dissolved_oxygen,turbidity
2023-05-21 12:42:46.863268,7.27,44.3,21.6,446.0,36.6,16.2,140.5,13.64,3.8
2023-05-22 00:42:46.863268,7.45,53.2,21.6,450.0,36.9,16.4,140.7,14.48,2.67
2023-05-22 12:42:46.863268,7.47,38.1,20.7,405.9,28.4,12.2,118.1,14.01,3.05
2023-05-23 00:42:46.863268,7.53,49.3,21.0,421.4,31.9,13.9,126.3,14.53,24.57
2023-05-23 12:42:46.863268,7.6,39.5,21.2,429.9,30.1,12.9,124.8,14.35,12.48
2023-05-24 00:42:46.863268,7.7,47.1,20.9,415.9,28.8,12.2,119.2,15.27,3.67
2023-05-24 12:42:46.863268,7.5,41.5,21.4,439.6,33.0,14.4,132.1,14.22,2.81
2023-05-25 00:42:46.863268,7.36,49.7,20.9,412.2,33.2,14.4,127.4,14.34,2.7
2023-05-25 12:42:46.863268,7.39,41.1,21.2,427.5,33.0,14.3,130.1,14.26,3.8
2023-05-26 00:42:46.863268,7.38,47.6,20.5,393.9,30.5,13.0,119.3,15.16,4.32
2023-05-26 12:42:46.863268,7.46,38.6,20.8,409.9,29.7,12.6,121.0,14.06,2.31
2023-05-27 00:42:46.863268,7.22,52.4,21.2,425.1,37.3,16.3,137.3,14.56,3.15
2023-05-27 12:42:46.863268,7.47,38.8,20.9,412.6,30.0,12.8,121.9,14.22,2.61
2023-05-28 00:42:46.863268,7.26,55.1,21.7,452.1,40.8,18.0,148.4,14.25,8.03
2023-05-28 12:42:46.863268,7.42,38.8,20.8,408.6,30.4,12.8,122.0,14.43,4.57
2023-05-29 00:42:46.863268,7.42,50.5,21.1,424.1,34.7,15.0,132.0,14.62,3.77
2023-05-29 12:42:46.863268,7.46,42.4,21.5,444.3,35.0,15.1,136.6,14.2,4.45
2023-05-30 00:42:46.863268,7.54,45.7,20.4,390.2,28.4,11.8,114.2,14.59,22.3
2023-05-30 12:42:46.863268,7.38,35.2,20.1,372.4,26.1,10.6,107.9,14.27,5.18
2023-05-31 00:42:46.863268,7.58,45.3,20.4,390.1,27.9,11.5,113.2,15.08,4.7
2023-05-31 12:42:46.863268,7.37,43.5,21.6,447.4,37.0,16.0,140.9,13.92,4.92
2023-06-01 00:42:46.863268,7.36,47.3,23.2,426.6,32.5,13.7,124.1,14.66,4.94
2023-06-01 12:42:46.863268,7.49,45.6,24.8,511.3,40.8,17.9,154.5,13.17,2.62
2023-06-02 00:42:46.863268,7.24,47.5,23.1,419.3,33.2,14.0,124.5,14.21,3.94
2023-06-02 12:42:46.863268,7.14,39.9,23.3,431.3,34.5,14.5,129.9,13.85,3.44
2023-06-03 00:42:46.863268,7.32,53.1,24.2,476.4,40.4,17.5,147.4,13.47,1.72
